gp_id,gp_label,site_name,patient_count,rec_count,poor_pcg_count,poor_ecg_count,murmur_flag_count,low_ef_flag_count,af_flag_count,assigned_rec_count,assigned_poor_pcg_count,assigned_poor_ecg_count,assigned_murmur_flag_count,assigned_low_ef_flag_count,assigned_af_flag_count
726,GP-726,Park Medical Centre,2,93,0,11,7,16,12,2,0,0,1,1,1
727,GP-727,Victoria Medical Centre,2,13,0,1,2,2,1,2,0,0,0,0,0
728,GP-728,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
729,GP-729,Park Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
730,GP-730,West End Surgery,0,1,0,0,0,0,0,0,0,0,0,0,0
731,GP-731,Half Penny Steps Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0
732,GP-732,Oldfield Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
733,GP-733,Greenford Road Medical Centre,28,82,1,13,9,9,2,28,0,0,6,7,1
734,GP-734,Mount Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
735,GP-735,Perivale Medical Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0
736,GP-736,Cuckoo Lane Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
737,GP-737,Chestnut Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
738,GP-738,Victoria Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
739,GP-739,Greenford Road Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
740,GP-740,Crosslands Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
741,GP-741,Park Medical Centre,19,47,6,1,2,8,5,19,2,0,2,3,1
742,GP-742,Great Chapel Street Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
743,GP-743,Guru Nanak Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
744,GP-744,Stanley Corner Medical Centre,1,2,0,0,0,0,0,1,0,0,0,0,0
745,GP-745,Bush Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
746,GP-746,Spring Grove Medical Practice,7,12,0,0,1,0,0,7,0,0,1,0,0
747,GP-747,Oxgate Gardens Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
748,GP-748,Preston Road Surgery,65,104,10,8,3,12,4,67,5,1,3,10,3
749,GP-749,Greenford Road Medical Centre,173,329,1,48,21,16,12,192,1,2,9,8,6
750,GP-750,Oxgate Gardens Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
751,GP-751,Pimlico Health at The Marven Surgery,0,2,0,0,0,0,0,0,0,0,0,0,0
752,GP-752,North End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
753,GP-753,Oxford Drive Medical Centre,1,3,0,1,0,1,0,1,0,0,0,1,0
754,GP-754,West End Surgery,8,146,15,16,22,22,5,8,2,0,3,5,1
755,GP-755,The Willesden Medical Centre,2,7,0,0,2,0,0,2,0,0,1,0,0
756,GP-756,Great Chapel Street Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
757,GP-757,Pinn Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
758,GP-758,West End Surgery,0,83,2,19,8,5,2,0,0,0,0,0,0
759,GP-759,Bush Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
760,GP-760,Acrefield Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
761,GP-761,Otterfield Medical Centre,2,6,0,4,0,0,0,2,0,1,0,0,0
762,GP-762,Golbourne Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
763,GP-763,Church Lane Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
764,GP-764,St. Peter's Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
765,GP-765,The Willesden Medical Centre,8,63,0,1,4,13,0,8,0,0,0,0,0
766,GP-766,Pinn Medical Centre,10,19,1,1,1,3,2,10,0,0,1,2,1
767,GP-767,Premier Medical Centre,3,10,0,3,0,0,0,3,0,0,0,0,0
768,GP-768,Fitzrovia Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
769,GP-769,Fitzrovia Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
770,GP-770,Wembley Park Drive Medical Centre,0,29,0,8,3,1,1,0,0,0,0,0,0
771,GP-771,Brampton Health Centre,1,26,1,4,3,5,3,1,0,0,0,0,0
772,GP-772,North Hyde Practice,5,12,0,0,1,0,0,5,0,0,0,0,0
773,GP-773,Lancaster Gate Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
774,GP-774,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
775,GP-775,High Street Surgery,17,47,2,5,3,5,1,17,1,0,1,2,0
776,GP-776,The Practice Heart of Hounslow,0,0,0,0,0,0,0,0,0,0,0,0,0
777,GP-777,Canberra Old Oak Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
778,GP-778,Half Penny Steps Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0
779,GP-779,The Willesden Medical Centre,2,6,2,2,0,0,0,2,1,0,0,0,0
780,GP-780,The Westway Surgery,11,124,3,19,11,17,11,11,1,0,2,8,4
781,GP-781,St. Margarets Practice,2,5,2,1,0,0,1,2,0,0,0,0,1
782,GP-782,Marylebone Health Centre,21,51,3,10,3,3,2,24,2,3,2,2,2
783,GP-783,Marylebone Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
784,GP-784,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
785,GP-785,The Practice Heart of Hounslow,0,7,0,4,0,0,0,0,0,0,0,0,0
786,GP-786,Oldfield Family Practice,12,16,0,1,2,1,0,12,0,0,2,1,0
787,GP-787,Church End Medical Centre,0,42,0,14,3,3,2,0,0,0,0,0,0
788,GP-788,Cuckoo Lane Practice,3,15,0,0,0,2,0,3,0,0,0,1,0
789,GP-789,Kings Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
790,GP-790,Acorn Medical Centre,1,2,0,0,0,1,0,1,0,0,0,1,0
791,GP-791,The Westway Surgery,14,30,0,1,4,5,0,14,0,0,2,1,0
792,GP-792,North Hyde Practice,12,20,0,3,1,1,1,12,0,2,1,1,1
793,GP-793,Willesden Green Surgery,1,10,0,4,0,0,1,1,0,0,0,0,0
794,GP-794,Gladstone Medical Centre,10,18,0,0,1,1,0,10,0,0,1,0,0
795,GP-795,Preston Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
796,GP-796,Foreland Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
797,GP-797,Allendale Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
798,GP-798,Acrefield Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
799,GP-799,Park Medical Centre,6,19,0,1,2,2,0,6,0,0,1,0,0
800,GP-800,Kings Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
801,GP-801,Bush Doctors,1,3,0,0,0,0,0,1,0,0,0,0,0
802,GP-802,Stanley Corner Medical Centre,2,3,0,0,0,0,0,2,0,0,0,0,0
803,GP-803,Golborne Medical Centre E87742,0,0,0,0,0,0,0,0,0,0,0,0,0
804,GP-804,Freuchen Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
805,GP-805,The Lilyville Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
806,GP-806,Brampton Health Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
807,GP-807,St. Andrews Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
808,GP-808,Kensington Park Medical Centre,5,44,4,5,4,8,2,5,0,0,2,2,0
809,GP-809,West End Surgery,1,24,0,3,2,1,2,1,0,0,0,1,1
810,GP-810,Spring Grove Medical Practice,0,7,0,1,0,1,1,0,0,0,0,0,0
811,GP-811,Oldfield Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
812,GP-812,Great Chapel Street Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
813,GP-813,Golbourne Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
814,GP-814,Chiswick Health Practice,5,7,1,3,0,0,0,5,1,1,0,0,0
815,GP-815,Redwood Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
816,GP-816,Neasden Medical Centre,3,10,0,4,0,2,0,3,0,1,0,1,0
817,GP-817,Fitzrovia Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
818,GP-818,Bush Doctors,0,28,0,2,3,5,0,0,0,0,0,0,0
819,GP-819,Oxford Drive Medical Centre,2,6,0,0,0,3,0,2,0,0,0,1,0
820,GP-820,Carlton Surgery,55,94,1,3,6,10,10,67,1,0,3,9,7
821,GP-821,North End Medical Centre,2,3,0,1,1,1,0,2,0,0,0,1,0
822,GP-822,Carlton Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
823,GP-823,Canberra Old Oak Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
824,GP-824,Park Medical Centre,0,2,0,0,0,0,0,0,0,0,0,0,0
825,GP-825,High Street Surgery,8,19,3,5,1,0,0,8,0,1,1,0,0
826,GP-826,Roxbourne Medical Centre,1,6,0,0,1,0,0,1,0,0,0,0,0
827,GP-827,Guru Nanak Medical Centre,0,27,0,4,1,4,0,0,0,0,0,0,0
828,GP-828,Ashchurch Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
829,GP-829,Yiewsley Family Practice,0,1,0,0,0,0,0,0,0,0,0,0,0
830,GP-830,Brampton Health Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
831,GP-831,Roxbourne Medical Centre,0,4,1,1,0,0,0,0,0,0,0,0,0
832,GP-832,Townfield Doctors Surgery,104,159,8,32,17,17,10,104,6,2,14,16,10
833,GP-833,Oxgate Gardens Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
834,GP-834,Premier Medical Centre,2,3,0,0,0,1,0,2,0,0,0,0,0
835,GP-835,Gladstone Medical Centre,0,2,0,0,0,1,0,0,0,0,0,0,0
836,GP-836,Willesden Green Surgery,0,25,0,0,0,0,0,0,0,0,0,0,0
837,GP-837,Church End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
838,GP-838,The Lonsdale Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
839,GP-839,Allendale Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
840,GP-840,New Surgery,71,166,5,11,19,22,24,78,0,2,4,8,6
841,GP-841,Willow Tree Family Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
842,GP-842,Roxbourne Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
843,GP-843,Acrefield Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
844,GP-844,Golborne Medical Centre E87742,0,2,0,1,0,0,0,0,0,0,0,0,0
845,GP-845,The Practice Feltham,0,13,1,4,1,1,0,0,0,0,0,0,0
846,GP-846,Otterfield Medical Centre,12,27,0,2,3,7,1,16,0,0,2,6,1
847,GP-847,New Surgery,16,37,2,10,4,5,2,16,0,0,1,1,0
848,GP-848,Randolph Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
849,GP-849,Preston Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
850,GP-850,St. Peter's Medical Centre,0,20,2,9,5,6,0,0,0,0,0,0,0
851,GP-851,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
852,GP-852,Mayfair Medical Centre,0,3,1,1,0,0,0,0,0,0,0,0,0
853,GP-853,Uxendon Crescent Surgery,4,17,0,3,0,2,0,4,0,0,0,0,0
854,GP-854,The Practice Heart of Hounslow,0,0,0,0,0,0,0,0,0,0,0,0,0
855,GP-855,Uxendon Crescent Surgery,4,6,0,0,0,1,0,4,0,0,0,1,0
856,GP-856,Acrefield Surgery,0,1,0,0,0,0,0,0,0,0,0,0,0
857,GP-857,Willow Tree Family Doctors,868,870,3,1,36,78,36,870,3,1,36,78,36
858,GP-858,Bush Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
859,GP-859,Acrefield Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
860,GP-860,Honeypot Medical Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
861,GP-861,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
862,GP-862,Kings Road Surgery,2,2,0,1,0,0,0,2,0,1,0,0,0
863,GP-863,Forty Willows Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
864,GP-864,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
865,GP-865,Kensington Park Medical Centre,3,71,15,12,4,8,1,3,0,0,1,1,0
866,GP-866,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
867,GP-867,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
868,GP-868,Barlby Surgery,0,11,1,9,1,0,0,0,0,0,0,0,0
869,GP-869,Alperton Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
870,GP-870,Park Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
871,GP-871,Willow Tree Family Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
872,GP-872,New Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
873,GP-873,West End Surgery,11,22,3,1,1,5,3,11,2,0,0,3,3
874,GP-874,Spring Grove Medical Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
875,GP-875,Oldfield Family Practice,3,51,2,6,3,5,2,3,0,0,0,2,1
876,GP-876,The Lonsdale Medical Centre,6,18,1,4,0,1,1,6,0,1,0,0,0
877,GP-877,Kingfisher Practice,2,3,1,0,0,0,0,2,0,0,0,0,0
878,GP-878,Park Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
879,GP-879,Wembley Park Drive Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
880,GP-880,Chestnut Practice,8,8,1,0,0,0,0,8,1,0,0,0,0
881,GP-881,Chiswick Health Practice,2,16,1,0,1,1,1,2,1,0,1,0,0
882,GP-882,St. Margarets Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
883,GP-883,Brook Green Medical Centre,3,14,1,2,1,0,0,3,0,0,1,0,0
884,GP-884,Kings Road Surgery,0,1,0,1,0,0,0,0,0,0,0,0,0
885,GP-885,Honeypot Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
886,GP-886,Roxbourne Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
887,GP-887,Hillcrest Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
888,GP-888,The Chelsea Practice,6,8,0,0,2,0,0,6,0,0,2,0,0
889,GP-889,Park Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
890,GP-890,Lancaster Gate Medical Centre,17,51,4,17,7,3,1,17,2,0,1,1,1
891,GP-891,Roundwood Park Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
892,GP-892,Golbourne Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
893,GP-893,Victoria Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
894,GP-894,Kingfisher Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
895,GP-895,Allendale Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
896,GP-896,Headstone Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
897,GP-897,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
898,GP-898,Mayfair Medical Centre,0,56,1,13,3,4,3,0,0,0,0,0,0
899,GP-899,Neasden Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
900,GP-900,Lancaster Gate Medical Centre,1,2,0,0,0,0,0,1,0,0,0,0,0
901,GP-901,Meadow View Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
902,GP-902,Victoria Medical Centre,0,1,0,1,0,0,0,0,0,0,0,0,0
903,GP-903,The Lonsdale Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
904,GP-904,Stanley Corner Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
905,GP-905,Crosslands Surgery,2,230,11,38,37,35,2,2,0,0,0,0,1
906,GP-906,Oldfield Family Practice,2,32,2,11,4,7,6,2,0,0,0,2,0
907,GP-907,Townfield Doctors Surgery,0,9,1,1,0,0,0,0,0,0,0,0,0
908,GP-908,Mount Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
909,GP-909,Sudbury Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
910,GP-910,Victoria Medical Centre,1,4,0,0,0,1,0,1,0,0,0,0,0
911,GP-911,Oldfield Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
912,GP-912,Golbourne Medical Centre,0,7,0,1,0,0,0,0,0,0,0,0,0
913,GP-913,Grove Park Terrace Surgery,2,7,1,0,0,1,2,3,1,0,0,1,1
914,GP-914,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
915,GP-915,Roxbourne Medical Centre,4,11,0,2,0,2,0,4,0,1,0,0,0
916,GP-916,Meadow View Surgery,710,1411,110,156,179,106,34,712,8,0,44,34,10
917,GP-917,Church End Medical Centre,0,8,0,1,0,0,0,0,0,0,0,0,0
918,GP-918,West End Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
919,GP-919,Brampton Health Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
920,GP-920,Church End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
921,GP-921,Greenford Road Medical Centre,2,11,1,1,0,1,1,2,1,0,0,0,1
922,GP-922,Willow Tree Family Doctors,1590,2562,106,95,240,396,176,1612,10,4,42,92,57
923,GP-923,Ashchurch Medical Centre,90,164,48,61,28,7,3,93,40,1,3,3,3
924,GP-924,Gladstone Medical Centre,177,338,14,5,19,59,28,191,3,0,5,28,13
925,GP-925,Hillcrest Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
926,GP-926,The Lilyville Surgery,1,1,0,0,0,0,0,1,0,0,0,0,0
927,GP-927,Victoria Medical Centre,0,1,0,1,0,0,0,0,0,0,0,0,0
928,GP-928,Golbourne Medical Centre,6,19,1,2,1,2,1,6,1,2,0,0,0
929,GP-929,Warren Practice,1,1,0,0,0,0,0,1,0,0,0,0,0
930,GP-930,Fitzrovia Medical Centre,12,14,1,0,1,3,1,12,1,0,1,2,1
931,GP-931,Meadow View Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
932,GP-932,Carlton Surgery,0,31,0,3,1,2,7,0,0,0,0,0,0
933,GP-933,Carlton Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
934,GP-934,Oxford Drive Medical Centre,1,2,0,1,0,0,0,1,0,0,0,0,0
935,GP-935,Forty Willows Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
936,GP-936,Kingfisher Practice,11,21,1,2,0,2,0,11,0,0,0,1,0
937,GP-937,Otterfield Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
938,GP-938,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
939,GP-939,New Surgery,0,1,0,0,0,0,0,0,0,0,0,0,0
940,GP-940,Perivale Medical Clinic,1,1,0,0,0,1,0,1,0,0,0,1,0
941,GP-941,Sudbury Surgery,34,48,3,15,2,10,4,34,1,6,2,7,3
942,GP-942,Sudbury Surgery,0,1,0,0,0,0,0,0,0,0,0,0,0
943,GP-943,Sudbury Surgery,1,1,0,0,0,0,0,1,0,0,0,0,0
944,GP-944,St. Andrews Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
945,GP-945,Otterfield Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
946,GP-946,The Lilyville Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
947,GP-947,Honeypot Medical Centre,1,2,0,0,0,0,2,1,0,0,0,0,1
948,GP-948,Meadow View Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
949,GP-949,Willow Tree Family Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
950,GP-950,Stanley Corner Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
951,GP-951,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
952,GP-952,Bush Doctors,140,250,2,7,32,33,27,152,1,0,16,19,19
953,GP-953,Pinn Medical Centre,0,9,0,3,1,1,1,0,0,0,0,0,0
954,GP-954,The Southall Medical Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
955,GP-955,Hillcrest Surgery,2,5,0,0,0,0,0,2,0,0,0,0,0
956,GP-956,Meadow View Surgery,5,7,0,0,0,1,0,7,0,0,0,1,0
957,GP-957,Hillcrest Surgery,1,6,0,0,0,0,0,2,0,0,0,0,0
958,GP-958,Alperton Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
959,GP-959,Chestnut Practice,4,8,0,1,0,1,0,4,0,0,0,0,0
960,GP-960,Wembley Park Drive Medical Centre,5,65,0,13,1,2,2,5,0,0,0,0,1
961,GP-961,Otterfield Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
962,GP-962,Preston Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
963,GP-963,Sudbury Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
964,GP-964,The Willesden Medical Centre,1,4,0,0,0,0,1,1,0,0,0,0,0
965,GP-965,St. Margarets Practice,0,2,0,2,0,0,0,0,0,0,0,0,0
966,GP-966,Brampton Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
967,GP-967,North End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
968,GP-968,Alperton Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
969,GP-969,Freuchen Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
970,GP-970,Ellis Practice,0,1,0,0,0,0,0,0,0,0,0,0,0
971,GP-971,Brook Green Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
972,GP-972,Golborne Medical Centre E87742,26,164,9,27,18,15,7,28,1,2,4,1,0
973,GP-973,Townfield Doctors Surgery,1,5,0,2,0,0,0,1,0,0,0,0,0
974,GP-974,Gladstone Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
975,GP-975,High Street Surgery,65,138,9,50,16,9,2,65,0,0,8,8,2
976,GP-976,Victoria Medical Centre,25,42,1,6,2,5,1,25,0,3,1,3,1
977,GP-977,Wembley Park Drive Medical Centre,39,154,8,10,17,5,4,41,0,1,4,2,2
978,GP-978,Grove Park Terrace Surgery,31,48,2,2,7,12,3,31,1,1,5,9,2
979,GP-979,Carlton Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
980,GP-980,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
981,GP-981,Greenford Road Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
982,GP-982,Oxford Drive Medical Centre,0,2,0,0,0,0,0,0,0,0,0,0,0
983,GP-983,Greenford Road Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
984,GP-984,Church Lane Surgery,63,102,1,8,5,10,5,63,0,1,3,3,4
985,GP-985,Belgravia Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
986,GP-986,St. Peter's Medical Centre,26,582,15,64,15,129,26,26,0,0,1,4,1
987,GP-987,St. Andrews Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
988,GP-988,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
989,GP-989,Stanley Corner Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
990,GP-990,The Westway Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
991,GP-991,Honeypot Medical Centre,18,30,0,5,1,1,1,18,0,0,1,1,1
992,GP-992,Honeypot Medical Centre,0,2,0,1,0,0,0,0,0,0,0,0,0
993,GP-993,Walnut Way Surgery,23,43,1,2,2,14,0,23,0,0,0,2,0
994,GP-994,New Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
995,GP-995,Church End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
996,GP-996,North Hyde Practice,1,2,0,1,0,0,0,1,0,1,0,0,0
997,GP-997,Freuchen Medical Centre,0,4,0,2,2,0,0,0,0,0,0,0,0
998,GP-998,Uxendon Crescent Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
999,GP-999,Pimlico Health at The Marven Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,GP-1000,Willesden Green Surgery,64,97,5,24,5,11,3,71,4,14,4,8,3
1001,GP-1001,St. Margarets Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
0,GP-000,Greenford Road Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
0,GP-000,Greenford Road Medical Centre,0,2,0,0,0,0,0,0,0,0,0,0,0
