gp_id,gp_label,site_name,patient_count,rec_count,poor_pcg_count,poor_ecg_count,murmur_flag_count,low_ef_flag_count,af_flag_count,assigned_rec_count,assigned_poor_pcg_count,assigned_poor_ecg_count,assigned_murmur_flag_count,assigned_low_ef_flag_count,assigned_af_flag_count
1,GP-001,Crosslands Surgery,6,14,0,1,1,3,2,6,0,0,1,1,1
2,GP-002,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
3,GP-003,Allendale Road Surgery,2,2,0,0,0,0,0,2,0,0,0,0,0
4,GP-004,St. George's Medical Center,2,5,0,0,0,0,0,2,0,0,0,0,0
5,GP-005,Guru Nanak Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
6,GP-006,Bush Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
7,GP-007,Brampton Health Centre,1,67,1,3,3,10,0,1,0,0,0,0,0
8,GP-008,Canberra Old Oak Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
9,GP-009,Woodfield Road Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
10,GP-010,Willow Tree Family Doctors,2,3,0,0,0,0,0,2,0,0,0,0,0
11,GP-011,Ellis Practice,3,7,0,1,1,1,0,3,0,0,0,1,0
12,GP-012,Pinn Medical Centre,28,56,5,2,4,2,6,30,3,0,2,1,5
13,GP-013,Civic Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
14,GP-014,The Willesden Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
15,GP-015,New Surgery,65,134,1,11,14,13,2,65,0,0,2,2,0
16,GP-016,The Willesden Medical Centre,0,8,1,4,1,0,0,0,0,0,0,0,0
17,GP-017,Guru Nanak Medical Centre,13,14,0,0,0,1,0,13,0,0,0,1,0
18,GP-018,Foreland Medical Centre,4,7,0,1,0,0,0,6,0,0,0,0,0
19,GP-019,Hillcrest Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GP-020,Golborne Medical Centre E87742,3,34,6,11,5,5,3,3,0,0,2,1,1
21,GP-021,Acrefield Surgery,0,1,0,0,0,0,0,0,0,0,0,0,0
22,GP-022,Gladstone Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
23,GP-023,Willow Tree Family Doctors,525,764,29,137,37,57,24,525,3,3,29,43,18
24,GP-024,Willow Tree Family Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
25,GP-025,Crosslands Surgery,7,53,3,0,4,7,6,7,1,0,1,1,1
26,GP-026,Fitzrovia Medical Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
27,GP-027,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
28,GP-028,Wembley Park Drive Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
29,GP-029,Gladstone Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
30,GP-030,Warren Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
31,GP-031,Church End Medical Centre,0,4,0,0,0,0,0,0,0,0,0,0,0
32,GP-032,Stanley Corner Medical Centre,0,4,0,0,0,0,0,0,0,0,0,0,0
33,GP-033,Church Lane Surgery,188,242,5,2,20,16,10,190,2,1,9,5,7
34,GP-034,Willow Tree Family Doctors,1003,1867,153,93,182,438,94,1005,16,0,36,118,37
35,GP-035,Townfield Doctors Surgery,4,4,1,0,0,0,0,4,1,0,0,0,0
36,GP-036,Civic Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
37,GP-037,Kensington Park Medical Centre,38,106,2,18,15,15,8,38,0,0,6,7,6
38,GP-038,Half Penny Steps Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0
39,GP-039,Willow Tree Family Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
40,GP-040,Brampton Health Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
41,GP-041,Earls Court Surgery,4,13,6,1,0,2,0,4,3,0,0,1,0
42,GP-042,New Surgery,2,11,0,0,0,3,1,2,0,0,0,0,1
43,GP-043,The Lonsdale Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
44,GP-044,The Willesden Medical Centre,55,74,2,0,2,10,10,56,2,0,2,8,7
45,GP-045,Ellis Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
46,GP-046,The Willesden Medical Centre,1,1,1,0,0,0,0,1,1,0,0,0,0
47,GP-047,Belgravia Surgery,0,1,0,0,0,0,0,0,0,0,0,0,0
48,GP-048,Half Penny Steps Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0
49,GP-049,Barlby Surgery,0,5,0,1,0,2,0,0,0,0,0,0,0
50,GP-050,Holland Park Surgery,4,30,0,9,4,6,2,5,0,0,1,2,2
51,GP-051,Bush Doctors,0,1,0,0,0,0,0,0,0,0,0,0,0
52,GP-052,Oldfield Family Practice,0,25,1,4,0,2,2,0,0,0,0,0,0
53,GP-053,Townfield Doctors Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
54,GP-054,Spring Grove Medical Practice,189,315,17,4,45,43,6,256,6,0,37,38,4
55,GP-055,The Lonsdale Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
56,GP-056,Bush Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
57,GP-057,Grove Park Terrace Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
58,GP-058,North Hyde Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
59,GP-059,The Chelsea Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
60,GP-060,Yiewsley Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
61,GP-061,Townfield Doctors Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
62,GP-062,Oxgate Gardens Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
63,GP-063,The Practice Feltham,0,7,0,2,2,0,0,0,0,0,0,0,0
64,GP-064,Cuckoo Lane Practice,4,47,4,6,6,9,1,5,1,0,0,2,1
65,GP-065,Marylebone Health Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
66,GP-066,Golborne Medical Centre E87742,2,28,1,2,0,5,0,2,0,0,0,0,0
67,GP-067,Civic Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
68,GP-068,Hammersmith Surgery,5,51,0,6,2,3,1,5,0,1,1,1,1
69,GP-069,Holland Park Surgery,0,10,0,3,2,2,2,0,0,0,0,0,0
70,GP-070,Headstone Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
71,GP-071,Headstone Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
72,GP-072,Greenford Road Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
73,GP-073,Stanley Corner Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
74,GP-074,Pinn Medical Centre,2,22,0,4,0,4,3,2,0,0,0,1,1
75,GP-075,Pinn Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
76,GP-076,Uxendon Crescent Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
77,GP-077,Belgravia Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
78,GP-078,The Lilyville Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
79,GP-079,Brook Green Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
80,GP-080,Lancaster Gate Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
81,GP-081,Church Lane Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
82,GP-082,Warren Practice,0,2,1,2,0,0,0,0,0,0,0,0,0
83,GP-083,Ellis Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
84,GP-084,Hammersmith Surgery,1,12,0,2,2,1,3,1,0,0,0,1,1
85,GP-085,Hillcrest Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
86,GP-086,Foreland Medical Centre,9,66,3,8,7,10,3,9,0,0,1,3,0
87,GP-087,Kings Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
88,GP-088,The Lilyville Surgery,4,9,2,1,2,0,1,4,1,0,1,0,0
89,GP-089,The Willesden Medical Centre,1,160,10,49,10,15,14,1,1,0,0,0,0
90,GP-090,Mapesbury Medical Group,0,1,0,0,0,0,0,0,0,0,0,0,0
91,GP-091,Oxford Drive Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
92,GP-092,North End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
93,GP-093,Willow Tree Family Doctors,60,65,0,4,4,9,0,60,0,0,4,8,0
94,GP-094,Preston Road Surgery,4,15,0,7,1,1,1,4,0,0,0,0,0
95,GP-095,Golborne Medical Centre E87742,0,2,0,0,0,0,0,0,0,0,0,0,0
96,GP-096,Oxford Drive Medical Centre,18,31,2,3,3,2,1,18,0,1,1,1,1
97,GP-097,Wembley Park Drive Medical Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
98,GP-098,Meadow View Surgery,4,86,0,6,5,17,2,5,0,0,0,2,0
99,GP-099,Premier Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
100,GP-100,Oxford Drive Medical Centre,3,3,1,1,1,0,0,3,1,1,1,0,0
101,GP-101,Stanley Corner Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
102,GP-102,Preston Medical Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
103,GP-103,Church End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
104,GP-104,Hillcrest Surgery,0,1,0,0,0,0,0,0,0,0,0,0,0
105,GP-105,Victoria Medical Centre,16,37,1,3,2,6,3,17,0,0,1,2,2
106,GP-106,Oxford Drive Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
107,GP-107,Willow Tree Family Doctors,1584,2201,118,145,138,201,142,1592,15,10,46,112,55
108,GP-108,Townfield Doctors Surgery,25,53,4,16,2,4,4,26,2,1,1,4,2
109,GP-109,Golbourne Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
110,GP-110,Redwood Practice,75,109,4,5,9,5,2,75,1,0,5,3,2
111,GP-111,Pinn Medical Centre,2,3,0,1,0,0,0,2,0,0,0,0,0
112,GP-112,Bush Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
113,GP-113,The Willesden Medical Centre,1,2,1,0,0,0,0,1,1,0,0,0,0
114,GP-114,St. Peter's Medical Centre,0,2,0,0,0,0,0,0,0,0,0,0,0
115,GP-115,Fitzrovia Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
116,GP-116,Ashchurch Medical Centre,12,28,11,2,5,1,0,12,6,0,2,0,0
117,GP-117,The Practice Heart of Hounslow,0,0,0,0,0,0,0,0,0,0,0,0,0
118,GP-118,Canberra Old Oak Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
119,GP-119,Holland Park Surgery,14,78,2,40,21,5,12,15,0,2,2,1,3
120,GP-120,Belgravia Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
121,GP-121,Chiswick Family Practice E85130,0,3,0,0,0,1,0,0,0,0,0,0,0
122,GP-122,Oldfield Family Practice,54,69,2,1,10,18,9,54,1,0,8,16,4
123,GP-123,Bush Doctors,0,3,0,1,0,1,0,0,0,0,0,0,0
124,GP-124,Victoria Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
125,GP-125,Kingfisher Practice,3,9,1,4,2,0,0,3,0,0,0,0,0
126,GP-126,The Chelsea Practice,0,24,2,6,1,5,0,0,0,0,0,0,0
127,GP-127,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
128,GP-128,Ellis Practice,1,3,0,0,0,1,0,1,0,0,0,0,0
129,GP-129,Perivale Medical Clinic,0,25,0,1,4,8,1,0,0,0,0,0,0
130,GP-130,Spring Grove Medical Practice,9,10,0,0,1,0,0,9,0,0,1,0,0
131,GP-131,Premier Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
132,GP-132,North End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
133,GP-133,Ellis Practice,3,6,0,0,1,0,0,3,0,0,0,0,0
134,GP-134,St. Margarets Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
135,GP-135,Acorn Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
136,GP-136,Crosslands Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
137,GP-137,Half Penny Steps Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0
138,GP-138,Chiswick Health Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
139,GP-139,Earls Court Surgery,23,234,7,36,23,15,15,23,0,0,5,2,2
140,GP-140,Kensington Park Medical Centre,2,4,0,0,1,1,0,3,0,0,1,1,0
141,GP-141,Allendale Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
142,GP-142,Allendale Road Surgery,6,16,0,8,0,0,1,6,0,3,0,0,0
143,GP-143,Forty Willows Surgery,5,10,0,2,0,0,0,5,0,0,0,0,0
144,GP-144,Oldfield Family Practice,34,40,0,4,4,5,4,35,0,2,2,5,4
145,GP-145,Chiswick Health Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
146,GP-146,Ashchurch Medical Centre,25,34,3,0,5,5,1,28,0,0,4,5,1
147,GP-147,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
148,GP-148,Acorn Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
149,GP-149,Kingfisher Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
150,GP-150,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
151,GP-151,Chiswick Health Practice,5,84,3,14,4,7,6,5,1,0,0,1,1
152,GP-152,Greenford Road Medical Centre,1,2,0,0,0,0,0,1,0,0,0,0,0
153,GP-153,St. Peter's Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
154,GP-154,Hammersmith Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
155,GP-155,Willow Tree Family Doctors,1,5,0,2,0,2,0,1,0,0,0,1,0
156,GP-156,Golborne Medical Centre E87742,0,0,0,0,0,0,0,0,0,0,0,0,0
157,GP-157,Randolph Surgery,4,14,0,2,1,3,1,4,0,0,0,0,1
158,GP-158,Bush Doctors,1,20,2,0,0,5,1,1,0,0,0,0,0
159,GP-159,Otterfield Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
160,GP-160,Oxford Drive Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
161,GP-161,Park Medical Centre,0,3,0,2,0,1,0,0,0,0,0,0,0
162,GP-162,Premier Medical Centre,5,5,0,0,1,2,1,5,0,0,1,2,1
163,GP-163,Chiswick Health Practice,5,18,0,3,1,1,1,5,0,0,0,1,0
164,GP-164,Kingfisher Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
165,GP-165,Crawford Street Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
166,GP-166,Wembley Park Drive Medical Centre,2,4,0,0,0,0,0,3,0,0,0,0,0
167,GP-167,Great Chapel Street Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
168,GP-168,Hillcrest Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
169,GP-169,The Chelsea Practice,19,48,1,7,7,7,5,19,0,0,2,2,2
170,GP-170,Fitzrovia Medical Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
171,GP-171,Willow Tree Family Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
172,GP-172,Oxford Drive Medical Centre,2,3,0,0,0,0,0,2,0,0,0,0,0
173,GP-173,Fitzrovia Medical Centre,12,25,1,5,2,3,1,12,1,0,1,3,1
174,GP-174,Spring Grove Medical Practice,0,2,0,0,0,0,0,0,0,0,0,0,0
175,GP-175,Victoria Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
176,GP-176,Honeypot Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
177,GP-177,The Willesden Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
178,GP-178,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
179,GP-179,Pimlico Health at The Marven Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
180,GP-180,Premier Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
181,GP-181,North End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
182,GP-182,Church End Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
183,GP-183,Great Chapel Street Medical Centre,8,23,3,2,2,1,0,8,0,0,2,0,0
184,GP-184,Yiewsley Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
185,GP-185,Crosslands Surgery,13,56,2,6,7,8,6,13,0,0,5,6,1
186,GP-186,Kings Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
187,GP-187,Spring Grove Medical Practice,81,181,13,11,24,13,19,98,3,1,13,5,14
188,GP-188,Redwood Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
189,GP-189,Acrefield Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
190,GP-190,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
191,GP-191,Cuckoo Lane Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
192,GP-192,Chestnut Practice,548,853,29,35,41,170,37,548,0,0,15,83,16
193,GP-193,Hillcrest Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
194,GP-194,North End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
195,GP-195,Uxendon Crescent Surgery,2,3,0,0,0,0,0,2,0,0,0,0,0
196,GP-196,North End Medical Centre,23,24,0,2,2,3,4,23,0,2,2,3,4
197,GP-197,Barlby Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
198,GP-198,Pimlico Health at The Marven Surgery,0,2,0,0,0,1,0,0,0,0,0,0,0
199,GP-199,St. Peter's Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
200,GP-200,St. Margarets Practice,1,3,0,3,1,0,0,1,0,1,0,0,0
201,GP-201,Crosslands Surgery,30,37,1,4,5,3,4,30,0,0,2,3,4
202,GP-202,The Lonsdale Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
203,GP-203,Half Penny Steps Health Care,1,3,0,1,0,0,0,2,0,1,0,0,0
204,GP-204,Bush Doctors,4,11,0,4,0,1,2,5,0,1,0,0,1
205,GP-205,North End Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
206,GP-206,Pinn Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
207,GP-207,Warren Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
208,GP-208,Civic Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
209,GP-209,Roundwood Park Medical Centre,1,2,0,0,0,0,0,1,0,0,0,0,0
210,GP-210,Spring Grove Medical Practice,139,258,12,4,15,16,9,142,1,0,4,5,4
211,GP-211,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
212,GP-212,Gladstone Medical Centre,8,68,5,10,7,18,6,8,0,0,1,3,0
213,GP-213,Church Lane Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
214,GP-214,Civic Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
215,GP-215,Guru Nanak Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
216,GP-216,Gladstone Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
217,GP-217,Roxbourne Medical Centre,0,4,0,2,0,0,0,0,0,0,0,0,0
218,GP-218,Pinn Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
219,GP-219,Stanley Corner Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
220,GP-220,Uxendon Crescent Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
221,GP-221,Church End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
222,GP-222,High Street Surgery,0,1,0,0,0,0,0,0,0,0,0,0,0
223,GP-223,Barlby Surgery,0,1,0,0,0,0,0,0,0,0,0,0,0
224,GP-224,Meadow View Surgery,2,10,1,1,0,2,0,3,0,0,0,1,0
225,GP-225,Oxgate Gardens Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
226,GP-226,Pimlico Health at The Marven Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
227,GP-227,Victoria Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
228,GP-228,Meadow View Surgery,6,10,0,4,0,0,0,6,0,3,0,0,0
229,GP-229,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
230,GP-230,Oxgate Gardens Surgery,1,14,0,7,0,2,0,1,0,0,0,0,0
231,GP-231,Half Penny Steps Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0
232,GP-232,Randolph Surgery,16,35,1,1,0,14,5,16,0,0,0,3,1
233,GP-233,Fitzrovia Medical Centre,40,57,5,2,3,9,5,40,0,1,3,5,2
234,GP-234,Crawford Street Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
235,GP-235,Roxbourne Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
236,GP-236,Mapesbury Medical Group,0,0,0,0,0,0,0,0,0,0,0,0,0
237,GP-237,North End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
238,GP-238,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
239,GP-239,St. Peter's Medical Centre,4,27,0,3,1,2,0,4,0,0,0,0,0
240,GP-240,St. Andrews Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
241,GP-241,The Lilyville Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
242,GP-242,Crosslands Surgery,2,30,1,1,1,3,1,2,0,0,0,2,0
243,GP-243,Cuckoo Lane Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
244,GP-244,The Chelsea Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
245,GP-245,The Chelsea Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
246,GP-246,The Willesden Medical Centre,2,23,4,8,3,3,0,2,1,0,0,0,0
247,GP-247,North End Medical Centre,33,79,1,9,2,5,2,34,0,0,1,2,1
248,GP-248,Victoria Medical Centre,0,112,3,5,9,12,8,0,0,0,0,0,0
249,GP-249,Chiswick Family Practice E85130,43,52,0,0,2,3,5,50,0,0,1,3,4
250,GP-250,New Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
251,GP-251,The Lilyville Surgery,0,2,0,0,0,1,0,0,0,0,0,0,0
252,GP-252,Marylebone Health Centre,1,5,0,2,0,2,0,3,0,2,0,1,0
253,GP-253,Mayfair Medical Centre,7,32,0,6,1,0,0,7,0,1,1,0,0
254,GP-254,Mayfair Medical Centre,2,3,0,0,0,0,1,2,0,0,0,0,1
255,GP-255,The Lilyville Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
256,GP-256,The Willesden Medical Centre,1,20,1,2,0,1,4,1,1,0,0,0,0
257,GP-257,Willesden Green Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
258,GP-258,The Chelsea Practice,1,3,0,0,0,0,0,1,0,0,0,0,0
259,GP-259,Half Penny Steps Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0
260,GP-260,Church End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
261,GP-261,Great Chapel Street Medical Centre,0,10,0,0,0,2,0,0,0,0,0,0,0
262,GP-262,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
263,GP-263,The Lonsdale Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
264,GP-264,Spring Grove Medical Practice,64,71,3,0,4,7,4,66,3,0,3,7,3
265,GP-265,Honeypot Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
266,GP-266,Perivale Medical Clinic,7,42,9,11,1,4,1,7,0,0,0,0,0
267,GP-267,Carlton Surgery,4,25,1,3,5,7,3,4,0,0,3,3,0
268,GP-268,Otterfield Medical Centre,69,268,6,62,27,37,15,74,0,1,9,9,8
269,GP-269,Church Lane Surgery,55,75,4,8,1,8,1,57,1,2,1,7,1
270,GP-270,Half Penny Steps Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0
271,GP-271,Church End Medical Centre,2,8,0,2,1,2,0,3,0,0,1,1,0
272,GP-272,The Willesden Medical Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
273,GP-273,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
274,GP-274,Park Medical Centre,2,4,0,0,0,1,2,2,0,0,0,1,2
275,GP-275,Roxbourne Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
276,GP-276,Victoria Medical Centre,0,2,0,0,0,0,0,0,0,0,0,0,0
277,GP-277,Otterfield Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
278,GP-278,Marylebone Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
279,GP-279,Gladstone Medical Centre,16,33,1,4,2,7,2,16,1,0,1,5,2
280,GP-280,Yiewsley Family Practice,0,5,0,1,0,0,0,0,0,0,0,0,0
281,GP-281,Belgravia Surgery,2,4,0,0,1,0,1,2,0,0,1,0,1
282,GP-282,Warren Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
283,GP-283,The Lonsdale Medical Centre,1,3,0,0,0,0,0,1,0,0,0,0,0
284,GP-284,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
285,GP-285,Alperton Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
286,GP-286,St. Andrews Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
287,GP-287,Ashchurch Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
288,GP-288,Victoria Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
289,GP-289,Roxbourne Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
290,GP-290,Chiswick Health Practice,19,25,2,1,2,2,1,19,2,0,1,1,0
291,GP-291,Foreland Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
292,GP-292,St. Peter's Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
293,GP-293,Grove Park Terrace Surgery,9,27,1,12,6,3,1,9,0,0,2,1,0
294,GP-294,Woodfield Road Medical Centre,4,15,3,7,3,2,1,4,1,0,0,2,1
295,GP-295,Bush Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
296,GP-296,St. Margarets Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
297,GP-297,Honeypot Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
298,GP-298,Park Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
299,GP-299,Meadow View Surgery,34,55,3,12,11,8,4,35,2,4,4,3,2
300,GP-300,Acorn Medical Centre,1,3,0,1,0,0,0,1,0,0,0,0,0
301,GP-301,Chiswick Health Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
302,GP-302,St. Margarets Practice,3,3,0,0,0,1,0,3,0,0,0,1,0
303,GP-303,Golborne Medical Centre E87742,0,8,0,2,1,0,0,0,0,0,0,0,0
304,GP-304,Golbourne Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
305,GP-305,Holland Park Surgery,0,1,0,0,0,0,0,0,0,0,0,0,0
306,GP-306,Perivale Medical Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0
307,GP-307,Wembley Park Drive Medical Centre,0,1,0,1,0,0,0,0,0,0,0,0,0
308,GP-308,Chiswick Health Practice,1,1,0,0,0,0,0,1,0,0,0,0,0
309,GP-309,Premier Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
310,GP-310,Church End Medical Centre,0,7,1,4,1,1,0,0,0,0,0,0,0
311,GP-311,Half Penny Steps Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0
